ad_id,json_key,image_path,competitor,all_categories,all_categories_full,all_sentiments,all_sentiments_full,objects_symbols
173893,10/173893.png,./10/173893.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|confident|conscious|eager,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)","athletic activity|sports, energy source|Active/Energy|Fun/Exciting|healthy/energy/active"
170719,10/170719.png,./10/170719.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|feminine,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",vibrant colors|Allure|FACEBOOK|glamour
172743,10/172743.png,./10/172743.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|thrifty|active,"Eager(hungry,thirsty,passionate)|Thrifty(frugal)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Coupon/Savings|savings|Fun/Magic
171914,10/171914.png,./10/171914.png,restaurant,restaurant,"Restaurants, cafe, fast food",manly|conscious|active,"Manly|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Culture|China|a man
170539,10/170539.png,./10/170539.png,alcohol,alcohol,Alcohol,feminine|creative|fashionable|eager,"Feminine(womanly,girlish)|Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)",seclusion|Dry|Outlawed |Alcohol|rustic individual
170077,10/170077.png,./10/170077.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",creative|amused|feminine,"Creative(inventive,productive)|Amused(humored,laughing)|Feminine(womanly,girlish)",HEALTHY|hair growth/shampoo|natural hair|natural|ORGANIC
174394,10/174394.png,./10/174394.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",Breakfast|Nutrition|milk/dunking/snacks|Eggs/Breakfast/Thinking|egg
170609,10/170609.png,./10/170609.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)",fashion/beauty|cold|natural
173310,10/173310.png,./10/173310.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|amused|thrifty|eager,"Creative(inventive,productive)|Amused(humored,laughing)|Thrifty(frugal)|Eager(hungry,thirsty,passionate)",condom / sexuality|Necessary/Great Idea
171180,10/171180.png,./10/171180.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|youthful|eager,"Creative(inventive,productive)|Youthful(childlike)|Eager(hungry,thirsty,passionate)","Indulgence, weightlessness |Ice cream|icecream/summer|Dancing"
171278,10/171278.png,./10/171278.png,restaurant,restaurant,"Restaurants, cafe, fast food",manly|cheerful|amused|eager,"Manly|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Eager(hungry,thirsty,passionate)",Hungry|Studying/Eating|imaginary food|hungry|absurd humorous depiction of hunger
171898,10/171898.png,./10/171898.png,shopping,shopping,"Shopping (department stores, drug stores, groceries, etc.)",creative|cheerful|thrifty|alert,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Thrifty(frugal)|Alert(attentive,curious)",Thanksgiving|Thanksgiving|thanksgiving|thanksgiving|Thanksgiving
174339,10/174339.png,./10/174339.png,media,media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",persuaded|creative|cheerful|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",Tribute/Remembrance|Abortion|greed/corporations|9-11/twin towers|Terrorism/Charity
171951,10/171951.png,./10/171951.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|educated|cheerful|active,"Eager(hungry,thirsty,passionate)|Educated(informed,enlightened,smart,savvy,intelligent)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",chocolate|airy fluffy|Fun/Healthy
177397,10/177397.png,./10/177397.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",nutrition|superhero|superhero|healthy|Beneficial/Superpower
172799,10/172799.png,./10/172799.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|amused|alert|eager,"Creative(inventive,productive)|Amused(humored,laughing)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",Simple Goodness/Sweet
177940,10/177940.png,./10/177940.png,animal_right,animal_right,"Animal rights, animal abuse",alert|disturbed|creative|conscious|empathetic|emotional,"Alert(attentive,curious)|Disturbed(disgusted,shocked)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)",animal abuse/fur industry|Animal Cruelty|violence/nature|animal cruelty|violence
171522,10/171522.png,./10/171522.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|feminine,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Conquest|Sin/Guilt|romance|sex
171780,10/171780.png,./10/171780.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|active,"Manly|Active(energetic,adventurous,vibrant,enthusiastic,playful)",customer opinion
170586,10/170586.png,./10/170586.png,chips,chips|environment,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Environment, nature, pollution, wildlife",creative|educated|conscious|eager,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)",COLORFUL|irregular|diversity|health
170760,10/170760.png,./10/170760.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",speed|FOOD|natural|affordable
171084,10/171084.png,./10/171084.png,restaurant,restaurant,"Restaurants, cafe, fast food",cheerful|alert|eager,"Cheerful(delighted,happy,joyful,carefree,optimistic)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",Freshness|happy|happiness 
172796,10/172796.png,./10/172796.png,cleaning,cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",alert|creative|cheerful|amused|calm,"Alert(attentive,curious)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Wetness/Diaper|No symbol detected|youth/Childhood
172394,10/172394.png,./10/172394.png,smoking_alcohol_abuse,smoking_alcohol_abuse,"Smoking, alcohol abuse",alarmed|creative|disturbed,"Alarmed(concerned,worried,anxious,overwhelmed)|Creative(inventive,productive)|Disturbed(disgusted,shocked)",Death/Danger|Danger|nuclear bomb/death|Destruction/Poison|Death/Destruction
171487,10/171487.png,./10/171487.png,healthcare,healthcare|media|education,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)|Media and arts (TV shows, movies, musicals, books, audio books, etc.)|Education (universities, colleges, kindergarten, online degrees, etc.)",creative|youthful|alert,"Creative(inventive,productive)|Youthful(childlike)|Alert(attentive,curious)",Adventure|quirky humor fun|fearless|dare devil|no fear
173410,10/173410.png,./10/173410.png,travel,travel|gambling,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)|Gambling (lotteries, casinos, etc.)",loving|eager,"Loving(loved,romantic)|Eager(hungry,thirsty,passionate)",Game/Dice|gambling|dice and poker chips
171514,10/171514.png,./10/171514.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",fashionable|manly|persuaded|inspired|educated|empathetic,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Manly|Persuaded(impressed,enchanted,immersed)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Educated(informed,enlightened,smart,savvy,intelligent)|Empathetic(sympathetic,supportive,understanding,receptive)",virility|Protective|ram toughness|strength|outdoor rugged
175065,10/175065.png,./10/175065.png,baby,baby,"Baby products (baby food, sippy cups, diapers, etc.)",eager|feminine|creative|loving|emotional,"Eager(hungry,thirsty,passionate)|Feminine(womanly,girlish)|Creative(inventive,productive)|Loving(loved,romantic)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Family/Care|royalty|Love/Motherhood|nurture|no symbol detected
177546,10/177546.png,./10/177546.png,travel,travel|chocolate,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)|Chocolate, cookies, candy, ice cream",creative|inspired|eager,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Diversion|Chocolate|Race|food|indulge
171003,10/171003.png,./10/171003.png,chips,chips|restaurant,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Restaurants, cafe, fast food",fashionable|alert|active|confident|cheerful|amused|empathetic,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Confident(assured,strong,healthy)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Empathetic(sympathetic,supportive,understanding,receptive)","Sophistication, Taste|classy/elegant |rich/sharp|sharp"
176432,10/176432.png,./10/176432.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|amused,"Creative(inventive,productive)|Amused(humored,laughing)",Evolution/Unique|Evolution|Evolution|taste improvement|evolution
173891,10/173891.png,./10/173891.png,electronics,electronics|phone_tv_internet_providers,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)|Phone, TV and internet service providers",creative|confident|conscious|amazed,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Conscious(aware,thoughtful,prepared)|Amazed(surprised,astonished,awed,fascinated,intrigued)",Convenience/Mobility
172444,10/172444.png,./10/172444.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",Homemade/From Scratch|handmade/homemade
175090,10/175090.png,./10/175090.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|active,"Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Geometry|Fitting together/completing a puzzle|Tetris/Creative Use|fun/games/delight|Mathematical/Gaming
170035,10/170035.png,./10/170035.png,shopping,shopping|clothing,"Shopping (department stores, drug stores, groceries, etc.)|Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",thrifty|fashionable|active,"Thrifty(frugal)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",huge savings|holiday/christmas|shirts
172335,10/172335.png,./10/172335.png,environment,environment|animal_right,"Environment, nature, pollution, wildlife|Animal rights, animal abuse",manly|loving|calm|empathetic|emotional,"Manly|Loving(loved,romantic)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)",War/Battle|refugee/homeless|Wildlife/Vulnerability|Environment/Sadness|displaced family
171835,10/171835.png,./10/171835.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|alert|active,"Creative(inventive,productive)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",performance|outdoor freedom|road|motorcycle sports|speed
173852,10/173852.png,./10/173852.png,coffee,coffee|restaurant,"Coffee, tea|Restaurants, cafe, fast food",alarmed|creative|active,"Alarmed(concerned,worried,anxious,overwhelmed)|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Hurt/Painful|can't put it down/delicious|injury|grip/hold tight|Thirst/Need
176915,10/176915.png,./10/176915.png,cars,cars|safety,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)|Safety, safe driving, fire safety",creative|confident,"Creative(inventive,productive)|Confident(assured,strong,healthy)",Enjoyment|safety|travel|aware|Saftey
176134,10/176134.png,./10/176134.png,self_esteem,self_esteem|media|education,"Self esteem, bullying, cyber bullying|Media and arts (TV shows, movies, musicals, books, audio books, etc.)|Education (universities, colleges, kindergarten, online degrees, etc.)",creative|angry|calm,"Creative(inventive,productive)|Angry(annoyed,irritated)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",bountries|Sadness|Rebellion|satire/family drama|Family violence
172424,10/172424.png,./10/172424.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Delicious
171401,10/171401.png,./10/171401.png,coffee,coffee,"Coffee, tea",creative|cheerful|alert|active,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Coffee |coffee flavor
174193,10/174193.png,./10/174193.png,human_right,human_right,Human rights,alarmed|creative|alert|afraid,"Alarmed(concerned,worried,anxious,overwhelmed)|Creative(inventive,productive)|Alert(attentive,curious)|Afraid(horrified,scared,fearful)",Loss of life|Sexual abuse/Pain|sorrow/depression|Aging/loss of innocence|abuse/violence
172654,10/172654.png,./10/172654.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",eager|creative|fashionable|feminine,"Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)","Glamerous/Beauty|Beauty, sexy|Youth/Beauty|sexy"
173507,10/173507.png,./10/173507.png,travel,travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",fashionable|feminine|creative|conscious|educated,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Educated(informed,enlightened,smart,savvy,intelligent)",celebration/party|asian / oriental|Fan/Party|fan|fan/party/asia
172601,10/172601.png,./10/172601.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",active|eager,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Eager(hungry,thirsty,passionate)",Adventure/Nature|exotic/adventure|Eduador/Exoticism/Pleasure|natural ingredients|nature
171650,10/171650.png,./10/171650.png,cleaning,cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",creative|alert|active,"Creative(inventive,productive)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Abrasive|Clean|TIDE|Incredie|laundry detergent/clean
175306,10/175306.png,./10/175306.png,environment,environment,"Environment, nature, pollution, wildlife",alarmed|sad|creative|conscious|empathetic|emotional,"Alarmed(concerned,worried,anxious,overwhelmed)|Sad(depressed,upset,betrayed,distant)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Destruction/Environment|butterfly effect/environment|awareness/nature|Nature/Simplicity|tranquility 
175838,10/175838.png,./10/175838.png,smoking_alcohol_abuse,smoking_alcohol_abuse,"Smoking, alcohol abuse",alarmed|educated|conscious|afraid,"Alarmed(concerned,worried,anxious,overwhelmed)|Educated(informed,enlightened,smart,savvy,intelligent)|Conscious(aware,thoughtful,prepared)|Afraid(horrified,scared,fearful)",Murder/Secondhand smoke|Suffocation/Fear|smoking|suffocation/death|smoking/suffocation
173319,10/173319.png,./10/173319.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Emptiness/Sadness|Unhappy|delicious/happiness|empty|Unhappiness
172980,10/172980.png,./10/172980.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|active|manly|feminine|confident,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Manly|Feminine(womanly,girlish)|Confident(assured,strong,healthy)",Cool|Cool/Airy|fun/popular/stylish/breezy/cool|Fun/Energy
174625,10/174625.png,./10/174625.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|amazed,"Creative(inventive,productive)|Amazed(surprised,astonished,awed,fascinated,intrigued)",Love|Hollow/Empty|food/warm|Indulgence|food/restaurant
175285,10/175285.png,./10/175285.png,restaurant,restaurant,"Restaurants, cafe, fast food",eager|active,"Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Suicide|Suicide/Death|suicide|suicide |suicide/hanging
175142,10/175142.png,./10/175142.png,home_improvement,home_improvement|clothing,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)|Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|active|persuaded|creative|loving|inspired,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Loving(loved,romantic)|Inspired(motivated,ambitious,empowered,hopeful,determined)",Romance/Comfort|Happiness/fairy tale|Romance/Sex|romance/comfort|love/romance/sex
171471,10/171471.png,./10/171471.png,coffee,coffee|restaurant,"Coffee, tea|Restaurants, cafe, fast food",eager|creative|confident|active,"Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Confident(assured,strong,healthy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",coffee |energy|awake|Energy
175906,10/175906.png,./10/175906.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",youthful|amused|conscious|eager,"Youthful(childlike)|Amused(humored,laughing)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)",dive in|Milk dunk|Adventure/Vacation|diver/swimmer/dunkable|wet
172955,10/172955.png,./10/172955.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|alert|active|feminine|calm,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Feminine(womanly,girlish)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Active|carefree/happy go lucky|Wealth/Class/Uniqueness
177602,10/177602.png,./10/177602.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|emotional|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Emotional(vulnerable,moved,nostalgic,reminiscent)|Eager(hungry,thirsty,passionate)",Fantasy|candy/pleasure|Adventure|culture/travel|Imagination/Youth
173533,10/173533.png,./10/173533.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Sad/Unhappy|frown|unhappy/hungry|Displeasure
175851,10/175851.png,./10/175851.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",creative|confident|fashionable,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Fashionable(trendy,elegant,beautiful,attractive,sexy)",no symbol detected|Glamour|pun/mustache/wordplay|Glamour/Elegance|vintage
171047,10/171047.png,./10/171047.png,electronics,electronics|beauty,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)|Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",creative|fashionable,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)",Fashionable|feminine|Elegance|ELEGANT|graceful elegance
173611,10/173611.png,./10/173611.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|proud|emotional|conscious,"Creative(inventive,productive)|Proud(patriotic)|Emotional(vulnerable,moved,nostalgic,reminiscent)|Conscious(aware,thoughtful,prepared)",Speed/Progress/International|Travel/Navigation
173292,10/173292.png,./10/173292.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|creative|active,"Manly|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)","Freedom, Off-roading|Go anywhere/Unstoppable|freedom/durable|Travel"
175181,10/175181.png,./10/175181.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",creative|cheerful|conscious|active,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Flight/Active|Adventure/Danger|mishap|Fun/liveliness|Humor/Fun/Entertainment
172110,10/172110.png,./10/172110.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|youthful|eager,"Creative(inventive,productive)|Youthful(childlike)|Eager(hungry,thirsty,passionate)",Halloween|Holiday/Halloween|halloween|Halloween
174170,10/174170.png,./10/174170.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|educated|alert,"Manly|Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)",Musical|audi/icon|Culture/Entertainment|elegance/sophistication|Music/Microphone
172008,10/172008.png,./10/172008.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",fashionable|alert|eager|alarmed|afraid|disturbed,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Alarmed(concerned,worried,anxious,overwhelmed)|Afraid(horrified,scared,fearful)|Disturbed(disgusted,shocked)",Break out|Feeling Younger|fragmented/disguise|Transformation
170914,10/170914.png,./10/170914.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",technology|happiness|social media
172098,10/172098.png,./10/172098.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|thrifty|eager,"Creative(inventive,productive)|Thrifty(frugal)|Eager(hungry,thirsty,passionate)",value/extra|Largeness
171259,10/171259.png,./10/171259.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|confident|youthful|eager,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Youthful(childlike)|Eager(hungry,thirsty,passionate)",colorful variety |DESSERT|Food
172505,10/172505.png,./10/172505.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|feminine,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Movie Star/Actress|Fame/Beauty
170049,10/170049.png,./10/170049.png,charities,charities|healthcare,"Charities|Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",fashionable|feminine|educated|empathetic|emotional,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)|Educated(informed,enlightened,smart,savvy,intelligent)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)",childhood illness|caring actions|CHILD WITH CANCER |love/family
173484,10/173484.png,./10/173484.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|inspired|eager,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Thirsty|Youth/Enjoyment
176050,10/176050.png,./10/176050.png,beauty,beauty|clothing,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)|Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|cheerful|fashionable|feminine,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",nature|clothing|Butterfly/Nature|stylish/colorful|change/evolution
171144,10/171144.png,./10/171144.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|empathetic|emotional|eager,"Creative(inventive,productive)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)|Eager(hungry,thirsty,passionate)",outdoor fun|rough terrain |enjoyment|terrain|Desert
170090,10/170090.png,./10/170090.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|feminine|confident|inspired|empathetic|emotional,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)|Confident(assured,strong,healthy)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)","beautiful/sexy|flawless|fresh, light|Beauty"
176960,10/176960.png,./10/176960.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|fashionable|active,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",health|Heart/generosity|Compassion|Who loves water|humanitarian
171497,10/171497.png,./10/171497.png,media,media|chocolate,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)|Chocolate, cookies, candy, ice cream",manly|creative|alert,"Manly|Creative(inventive,productive)|Alert(attentive,curious)",Bat|Batman|bat
170620,10/170620.png,./10/170620.png,soda,soda|chocolate,"Soda, juice, milk, energy drinks, water|Chocolate, cookies, candy, ice cream",eager|youthful|active,"Eager(hungry,thirsty,passionate)|Youthful(childlike)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Chocolate banana|Fun|snack|CONTAINER|Fun
170361,10/170361.png,./10/170361.png,cars,cars|electronics,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)|Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",persuaded|creative,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)",Lightning|dangerous lightning|Company|confidence
172022,10/172022.png,./10/172022.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|active|creative|cheerful|emotional,"Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Family/Happy|delicious/happy/popular|Family
177621,10/177621.png,./10/177621.png,environment,environment|other_service,"Environment, nature, pollution, wildlife|Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",proud|alert|grateful|persuaded|creative|inspired|educated,"Proud(patriotic)|Alert(attentive,curious)|Grateful(thankful)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Educated(informed,enlightened,smart,savvy,intelligent)",recycle america!|america|Recycle|American Flag|American/USA
174901,10/174901.png,./10/174901.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",calm|creative|conscious,"Calm(soothed,peaceful,comforted,fullfilled,cozy)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)",Protection/Serenity|Vacation/Peace|protection/shelter|freedom|Investment/Financial Security
173856,10/173856.png,./10/173856.png,environment,environment|soda,"Environment, nature, pollution, wildlife|Soda, juice, milk, energy drinks, water",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Ovaries/Feminine|ovaries|women's reproductive system|contaminated water|Health/Thirst
