ad_id,json_key,image_path,competitor,all_categories,all_categories_full,all_sentiments,all_sentiments_full,objects_symbols,image_width,image_height,image_format,ocr_text,ocr_word_count,ocr_confidence_avg,text_area_px,image_area_px,text_image_ratio,layout_type,dominant_color_1,dominant_color_2,dominant_color_3,dominant_color_4,dominant_color_5,color_palette_json,extraction_status
173832,10/173832.png,./10/173832.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|inspired|eager,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",disguise|Chicken vs Cow/Fight,700,313,PNG,"U WANNA PEECE OF ME? dice,",6,75.0,30842,219100,0.1408,image_heavy,#E7E9EE,#6593C8,#151613,#6E4839,#85824E,"[""#E7E9EE"", ""#6593C8"", ""#151613"", ""#6E4839"", ""#85824E""]",success
171102,10/171102.png,./10/171102.png,home_improvement,home_improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",creative|alert|amazed|eager,"Creative(inventive,productive)|Alert(attentive,curious)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Eager(hungry,thirsty,passionate)",Heart/Life|quality realness|Paint|color|Chilli Peppers ,736,940,PNG,,0,0.0,0,691840,0.0,image_heavy,#040404,#BA7773,#662926,#335E93,#77888A,"[""#040404"", ""#BA7773"", ""#662926"", ""#335E93"", ""#77888A""]",success
172230,10/172230.png,./10/172230.png,environment,environment|animal_right,"Environment, nature, pollution, wildlife|Animal rights, animal abuse",creative|amused|active,"Creative(inventive,productive)|Amused(humored,laughing)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Protection/Safety|animal protection|protection|protect/save|Protection/Innocence,600,848,PNG,"‘ede Person, fe eine Robbe mi Knit ocr enem Haka sol von veme af dn Kont der Robbe bis der st. Mit enem oder Hakapk an dessn End sich ‘ene bende) de aut cle der oh. Die und das ‘eran kare fdas dot Ter, Spende jt auch re",48,61.98,24084,508800,0.0473,image_heavy,#242119,#B3A893,#776D5D,#818691,#91969E,"[""#242119"", ""#B3A893"", ""#776D5D"", ""#818691"", ""#91969E""]",success
172309,10/172309.png,./10/172309.png,seasoning,seasoning|soda,"Seasoning, condiments, ketchup|Soda, juice, milk, energy drinks, water",creative|active|calm|eager,"Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Eager(hungry,thirsty,passionate)",Natural|jungle/tropical|fresh/natural/healthy|nature/natural|Nature/Exotic,490,703,PNG,,0,0.0,0,344470,0.0,image_heavy,#CCDDDB,#CDA436,#207034,#905A26,#81A07B,"[""#CCDDDB"", ""#CDA436"", ""#207034"", ""#905A26"", ""#81A07B""]",success
173019,10/173019.png,./10/173019.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|feminine,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)","Free/Natural|Freedom, Beauty|sexy/stylish/outdoorsy|spring|Spring",700,440,PNG,,0,0.0,0,308000,0.0,image_heavy,#B8CEE7,#BC484B,#302C3B,#BD7E4D,#769CC6,"[""#B8CEE7"", ""#BC484B"", ""#302C3B"", ""#BD7E4D"", ""#769CC6""]",success
171982,10/171982.png,./10/171982.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|feminine,"Creative(inventive,productive)|Feminine(womanly,girlish)",perfume |Fashion|Aloof/Superior,607,825,PNG,,0,0.0,0,500775,0.0,image_heavy,#EDECF1,#282325,#757275,#7A7C74,#6C7474,"[""#EDECF1"", ""#282325"", ""#757275"", ""#7A7C74"", ""#6C7474""]",success
171992,10/171992.png,./10/171992.png,electronics,electronics|phone_tv_internet_providers,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)|Phone, TV and internet service providers",creative|conscious|eager,"Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)",Sneaky Small Print|cheap|Payment Method|Technology,300,426,PNG,,0,0.0,0,127800,0.0,image_heavy,#E1DEDD,#2F96C4,#EE852D,#948E8D,#E4601B,"[""#E1DEDD"", ""#2F96C4"", ""#EE852D"", ""#948E8D"", ""#E4601B""]",success
170194,10/170194.png,./10/170194.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",alert|eager|persuaded|creative|amused,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Amused(humored,laughing)",work|freedom adventure,736,407,PNG,,0,0.0,0,299552,0.0,image_heavy,#344954,#C2D3D9,#A1BDC8,#88A7B7,#899699,"[""#344954"", ""#C2D3D9"", ""#A1BDC8"", ""#88A7B7"", ""#899699""]",success
171796,10/171796.png,./10/171796.png,media,media|restaurant,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)|Restaurants, cafe, fast food",persuaded|creative|inspired|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",reality|false advertising|truth in advertising,346,700,PNG,MCDONALDS BIG MAC BURGER KING WHOPPER,6,89.83,10224,242200,0.0422,image_heavy,#B58E53,#211E1B,#F1F1ED,#79381F,#CBBBA5,"[""#B58E53"", ""#211E1B"", ""#F1F1ED"", ""#79381F"", ""#CBBBA5""]",success
173618,10/173618.png,./10/173618.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|amused|fashionable|conscious,"Creative(inventive,productive)|Amused(humored,laughing)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Conscious(aware,thoughtful,prepared)",Symmetrical/Weird|Symmetry/Reflection|ugly|symmetry/creepy|Oddness/Undesirable,700,481,PNG,MM sucks 3 Ce eign by,6,66.5,2842,336700,0.0084,image_heavy,#EBE1DE,#342629,#8A5D52,#AE7A68,#94898B,"[""#EBE1DE"", ""#342629"", ""#8A5D52"", ""#AE7A68"", ""#94898B""]",success
177897,10/177897.png,./10/177897.png,environment,environment,"Environment, nature, pollution, wildlife",creative|educated|alert,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)",Environment|environment|deforestation/environmental|Environment|deforestation,460,325,PNG,,0,0.0,0,149500,0.0,image_heavy,#3E3524,#C9A88F,#8D684B,#93B2A8,#8C999D,"[""#3E3524"", ""#C9A88F"", ""#8D684B"", ""#93B2A8"", ""#8C999D""]",success
170776,10/170776.png,./10/170776.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",manly|creative|fashionable|feminine,"Manly|Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",bright white light|silky|Soft,700,437,PNG,CHCEDQ Eee = MRA. A White FARA,7,61.0,9634,305900,0.0315,image_heavy,#206484,#DAE0DD,#725B4E,#7DAEC0,#997A64,"[""#206484"", ""#DAE0DD"", ""#725B4E"", ""#7DAEC0"", ""#997A64""]",success
171255,10/171255.png,./10/171255.png,soda,soda,"Soda, juice, milk, energy drinks, water",active|manly|disturbed|creative|confident,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Manly|Disturbed(disgusted,shocked)|Creative(inventive,productive)|Confident(assured,strong,healthy)",speed energy|THIRST|Energy flow,652,367,PNG,,0,0.0,0,239284,0.0,image_heavy,#E39F52,#292727,#807265,#9A9D98,#948F9C,"[""#E39F52"", ""#292727"", ""#807265"", ""#9A9D98"", ""#948F9C""]",success
173288,10/173288.png,./10/173288.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",explosion/excitement|Energy/Splash|intense|Excitement,640,640,PNG,,0,0.0,0,409600,0.0,image_heavy,#070B06,#ABD45C,#50AD23,#53662D,#7C7C84,"[""#070B06"", ""#ABD45C"", ""#50AD23"", ""#53662D"", ""#7C7C84""]",success
174215,10/174215.png,./10/174215.png,safety,safety|environment,"Safety, safe driving, fire safety|Environment, nature, pollution, wildlife",creative|educated|conscious|active,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Superhero|Fantasy/Environment|hero|Savior/Protection|superhero,600,750,PNG,"BE A HERO, SAUE WATER Only 1% of the world’s water is drinkable. Take the stand and protect a necessity for survival. JOIN THE AND PROTECT TOMARROW Fal",28,92.04,54553,450000,0.1212,image_heavy,#050506,#BC7F77,#1D34C3,#5D2C26,#4499C8,"[""#050506"", ""#BC7F77"", ""#1D34C3"", ""#5D2C26"", ""#4499C8""]",success
173713,10/173713.png,./10/173713.png,other_service,other_service,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",active|manly|persuaded|conscious|inspired,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Manly|Persuaded(impressed,enchanted,immersed)|Conscious(aware,thoughtful,prepared)|Inspired(motivated,ambitious,empowered,hopeful,determined)",Conversation/Talked about|expert|heartbeat |Community,760,653,PNG,,0,0.0,0,496280,0.0,image_heavy,#E4D4BF,#21232D,#A4A2A1,#8B6762,#7A81A3,"[""#E4D4BF"", ""#21232D"", ""#A4A2A1"", ""#8B6762"", ""#7A81A3""]",success
171503,10/171503.png,./10/171503.png,soda,soda,"Soda, juice, milk, energy drinks, water",active|manly|creative|cheerful|confident|thrifty,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Manly|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Confident(assured,strong,healthy)|Thrifty(frugal)",energy|drink|energy|Energy,595,842,PNG,,0,0.0,0,500990,0.0,image_heavy,#8F8E8D,#221D1C,#DCC7C7,#93282A,#5D4542,"[""#8F8E8D"", ""#221D1C"", ""#DCC7C7"", ""#93282A"", ""#5D4542""]",success
172580,10/172580.png,./10/172580.png,electronics,electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",creative|fashionable,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)",Nature|sleek / quality|nature,650,650,PNG,It doesn't take a genius. GALAXY Sill,7,82.14,24231,422500,0.0574,image_heavy,#0B1325,#CBD9E4,#3B77AB,#6BA0C9,#32517A,"[""#0B1325"", ""#CBD9E4"", ""#3B77AB"", ""#6BA0C9"", ""#32517A""]",success
170902,10/170902.png,./10/170902.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable|feminine,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",fashion ease|urban|modern/timeless,1000,679,PNG,,0,0.0,0,679000,0.0,image_heavy,#C7B7AC,#21191B,#693A32,#6B6664,#8E5841,"[""#C7B7AC"", ""#21191B"", ""#693A32"", ""#6B6664"", ""#8E5841""]",success
172645,10/172645.png,./10/172645.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|feminine|creative|confident|youthful|calm,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)|Creative(inventive,productive)|Confident(assured,strong,healthy)|Youthful(childlike)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Sexy/Professional|beauty|stylish/chic/exclusive|Beauty,652,978,PNG,,0,0.0,0,637656,0.0,image_heavy,#323943,#CFBBB5,#717B85,#88AC9B,#4C9AAE,"[""#323943"", ""#CFBBB5"", ""#717B85"", ""#88AC9B"", ""#4C9AAE""]",success
170735,10/170735.png,./10/170735.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",affection|togetherness|British|Togetherness,600,423,PNG,THE PROBLEM ‘verte lst few years Twix ha ats a amount of oes. THE STRATEGY To gve Ti eck for being and ta UK snacking ar Ines,27,64.7,16358,253800,0.0645,image_heavy,#C68C55,#CF292A,#F0E5D9,#453020,#EFD89F,"[""#C68C55"", ""#CF292A"", ""#F0E5D9"", ""#453020"", ""#EFD89F""]",success
172920,10/172920.png,./10/172920.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",cheerful|inspired|eager,"Cheerful(delighted,happy,joyful,carefree,optimistic)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Layered|sexy/desirable|Ice cream cone|Beauty/Seduction,712,582,PNG,ENJOY THE RIDE. LOVE THE ENDING. [Fj,7,89.43,2456,414384,0.0059,image_heavy,#C8A28D,#220E0C,#83382C,#F8BED7,#885639,"[""#C8A28D"", ""#220E0C"", ""#83382C"", ""#F8BED7"", ""#885639""]",success
173718,10/173718.png,./10/173718.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|creative|active,"Manly|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",King/Nature|strength/wildness|rugged/safe|nature|Exotic/Power,1400,990,PNG,"Nissan Navara am Une telle puissance, forcément ¢a agace. SHIFT_power",10,86.0,23408,1386000,0.0169,image_heavy,#CAC9C0,#271D12,#614625,#907242,#757471,"[""#CAC9C0"", ""#271D12"", ""#614625"", ""#907242"", ""#757471""]",success
170850,10/170850.png,./10/170850.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",creative|educated|amused|alert,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Amused(humored,laughing)|Alert(attentive,curious)",BANK,600,807,PNG,What if you'd never asked 'How can | make more money?!,11,83.91,6254,484200,0.0129,image_heavy,#5F859F,#D1E0E8,#040622,#A8C6D4,#133054,"[""#5F859F"", ""#D1E0E8"", ""#040622"", ""#A8C6D4"", ""#133054""]",success
176986,10/176986.png,./10/176986.png,animal_right,animal_right,"Animal rights, animal abuse",creative|alert,"Creative(inventive,productive)|Alert(attentive,curious)",Injury|Animal rights|abuse/death|death|Death,1024,682,PNG,LOS CIENTIFICOS JAPONESES ‘AUN NO CONCLUYEN SU INVESTIGACION: SILA CARNE DE BALLENA SABE MEJOR CON SOYA,16,83.31,8785,698368,0.0126,image_heavy,#C7C7C7,#242427,#7F8081,#854345,#81645B,"[""#C7C7C7"", ""#242427"", ""#7F8081"", ""#854345"", ""#81645B""]",success
171836,10/171836.png,./10/171836.png,restaurant,restaurant,"Restaurants, cafe, fast food",alert|active|alarmed|amazed|amused,"Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Alarmed(concerned,worried,anxious,overwhelmed)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Amused(humored,laughing)",eating|humor|seafood|uncaring appetite|nature,914,489,PNG,Everybody Loves Seafood = a Se a ——,8,67.5,96260,446946,0.2154,balanced,#6E7076,#E5C7B2,#35291F,#1873ED,#85E1D0,"[""#6E7076"", ""#E5C7B2"", ""#35291F"", ""#1873ED"", ""#85E1D0""]",success
170596,10/170596.png,./10/170596.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",confident|fashionable|feminine,"Confident(assured,strong,healthy)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Natural beauty|youth/beauty|makeup|Makeup ,300,400,PNG,,0,0.0,0,120000,0.0,image_heavy,#75554B,#E5DFDC,#231312,#CD9F8C,#CEB7B3,"[""#75554B"", ""#E5DFDC"", ""#231312"", ""#CD9F8C"", ""#CEB7B3""]",success
170009,10/170009.png,./10/170009.png,restaurant,restaurant,"Restaurants, cafe, fast food",fashionable|eager|creative|confident|conscious,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Confident(assured,strong,healthy)|Conscious(aware,thoughtful,prepared)",french dip burger|sex appeal|Sexy Burger|french maid costumes,400,351,PNG,FRENCH DIP THICKBURGER,3,93.67,2606,140400,0.0186,image_heavy,#221E1F,#DFC7BC,#76443D,#A36B4B,#7E7375,"[""#221E1F"", ""#DFC7BC"", ""#76443D"", ""#A36B4B"", ""#7E7375""]",success
170418,10/170418.png,./10/170418.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|inspired|active,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",love|love|love,590,876,PNG,li,1,48.0,1230,516840,0.0024,image_heavy,#C5C3CB,#33333D,#95243A,#6E7182,#646359,"[""#C5C3CB"", ""#33333D"", ""#95243A"", ""#6E7182"", ""#646359""]",success
173034,10/173034.png,./10/173034.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|youthful|fashionable,"Creative(inventive,productive)|Youthful(childlike)|Fashionable(trendy,elegant,beautiful,attractive,sexy)",Energy/Teamwork|swimming|Family|Family/Team Work,600,450,PNG,,0,0.0,0,270000,0.0,image_heavy,#C3DEE3,#212F44,#984C46,#C4915F,#7ECDE5,"[""#C3DEE3"", ""#212F44"", ""#984C46"", ""#C4915F"", ""#7ECDE5""]",success
173028,10/173028.png,./10/173028.png,alcohol,alcohol,Alcohol,persuaded|creative|fashionable,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)","New/Exciting|Wild side, Wild Child|variety|Quirkiness",980,490,PNG,where there's life ..there’s Bud.,5,77.4,4080,480200,0.0085,image_heavy,#903D30,#ECD8BE,#2C2E1E,#B39966,#CFAEA2,"[""#903D30"", ""#ECD8BE"", ""#2C2E1E"", ""#B39966"", ""#CFAEA2""]",success
175756,10/175756.png,./10/175756.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",health|natural|Vegetarian|Health/Nutrition|Eat Healthy,1400,1119,PNG,"201, nen Resaurants. Jetzt neu: Der Veggieburger.",7,75.86,7146,1566600,0.0046,image_heavy,#E0DFDC,#A74625,#CF9541,#3E431F,#8E8B7E,"[""#E0DFDC"", ""#A74625"", ""#CF9541"", ""#3E431F"", ""#8E8B7E""]",success
175524,10/175524.png,./10/175524.png,soda,soda,"Soda, juice, milk, energy drinks, water",eager|fashionable|alert|active,"Eager(hungry,thirsty,passionate)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Detoxification|clean|cleanliness/renewel|Health/Energy|health/intelligence,600,897,PNG,,0,0.0,0,538200,0.0,image_heavy,#CBDAE4,#5F4850,#869299,#868A5A,#5F7784,"[""#CBDAE4"", ""#5F4850"", ""#869299"", ""#868A5A"", ""#5F7784""]",success
173587,10/173587.png,./10/173587.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|active|fashionable|feminine,"Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Relax/Fun|fun / nature / beauty|Vacation|Sexy/Fun,1180,367,PNG,EXCLUSIVELY PINK STORES,3,82.67,3924,433060,0.0091,image_heavy,#2375AD,#DFD6CB,#C53F5A,#68BAD8,#DD8550,"[""#2375AD"", ""#DFD6CB"", ""#C53F5A"", ""#68BAD8"", ""#DD8550""]",success
170141,10/170141.png,./10/170141.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",cheerful|alert|eager,"Cheerful(delighted,happy,joyful,carefree,optimistic)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",Eating |delicious treats,700,650,PNG,,0,0.0,0,455000,0.0,image_heavy,#AF957B,#EEEBE6,#365043,#8E6A2F,#912430,"[""#AF957B"", ""#EEEBE6"", ""#365043"", ""#8E6A2F"", ""#912430""]",success
173099,10/173099.png,./10/173099.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",grateful|feminine|creative|loving|emotional,"Grateful(thankful)|Feminine(womanly,girlish)|Creative(inventive,productive)|Loving(loved,romantic)|Emotional(vulnerable,moved,nostalgic,reminiscent)","Clean, Fresh|Refreshing|moisture/youthful|Youth/Beauty|moisturizing",600,376,PNG,,0,0.0,0,225600,0.0,image_heavy,#B5C7CE,#35474F,#6C4439,#68A7BD,#A06E5C,"[""#B5C7CE"", ""#35474F"", ""#6C4439"", ""#68A7BD"", ""#A06E5C""]",success
177538,10/177538.png,./10/177538.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|active|creative|cheerful|amused,"Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)",Diversity|Candy|Diversity|diversity| colorful characters,484,584,PNG,"THANKS, OZZY FOR ENSURING THAT GREAT ADS. come from — WELL-ROUNDED, DIVERSE and COLORFUL CHARACTERS in ADVERTISING.",17,90.18,23017,282656,0.0814,image_heavy,#ECE9E8,#3D4C49,#964D3C,#CB9B37,#8E8C88,"[""#ECE9E8"", ""#3D4C49"", ""#964D3C"", ""#CB9B37"", ""#8E8C88""]",success
172273,10/172273.png,./10/172273.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",persuaded|creative|alert,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Alert(attentive,curious)",Pleasure|fun / pleasure|Wealthy/Pleasure|Passe/Dorky|fun/exciting,670,502,PNG,Pleasure Quotient Test Which of these pleasures most appeals to you?,11,95.45,8757,336340,0.026,image_heavy,#28130B,#C7B3A1,#6F4C41,#88688F,#8C8C86,"[""#28130B"", ""#C7B3A1"", ""#6F4C41"", ""#88688F"", ""#8C8C86""]",success
172249,10/172249.png,./10/172249.png,restaurant,restaurant,"Restaurants, cafe, fast food",persuaded|creative|inspired|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Fresh/Juicy|Largeness|Gluttony/Hunger,400,300,PNG,vos JUICY CHEESEBURGERS,3,60.33,5081,120000,0.0423,image_heavy,#BC7749,#E8DFC7,#3B160B,#811C15,#D9AEAF,"[""#BC7749"", ""#E8DFC7"", ""#3B160B"", ""#811C15"", ""#D9AEAF""]",success
177767,10/177767.png,./10/177767.png,alcohol,alcohol,Alcohol,manly|creative|conscious|eager,"Manly|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)",Beer/Drinking|Craving|Fuel|Excessive drinking|cool,531,800,PNG,GOT BEER ? Probably The Best Beer In The World,10,84.6,4895,424800,0.0115,image_heavy,#2B3320,#B39F6F,#737F4D,#7AAC88,#669598,"[""#2B3320"", ""#B39F6F"", ""#737F4D"", ""#7AAC88"", ""#669598""]",success
174165,10/174165.png,./10/174165.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",alert|inspired|active,"Alert(attentive,curious)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Love|heartbreak/pain/sadness|Difficulty/Employment|heartbreak|Teamwork/Future,600,777,PNG,bud it “a nt pl “A have tobe i ra Ve te does =,14,64.29,9189,466200,0.0197,image_heavy,#3B403F,#CCCCCD,#909191,#A3A4AC,#A4ACA7,"[""#3B403F"", ""#CCCCCD"", ""#909191"", ""#A3A4AC"", ""#A4ACA7""]",success
172060,10/172060.png,./10/172060.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|persuaded|creative|inspired|conscious,"Eager(hungry,thirsty,passionate)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Conscious(aware,thoughtful,prepared)",Fresh Ingredients/All Natural|pure/natural|natural/delicious/pure|refreshing,2550,3300,PNG,"made like no other Pure, colorless mint extract. Mint in its most natural form, Cream, surgar, eggs and dark chocolate are then added. The result is found nowwhere else.",29,95.28,156365,8415000,0.0186,image_heavy,#C3C6B5,#253312,#638328,#594337,#6B7155,"[""#C3C6B5"", ""#253312"", ""#638328"", ""#594337"", ""#6B7155""]",success
176798,10/176798.png,./10/176798.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",freedom|Natural|organic|environment/nature|Cage Free,600,779,PNG,"‘We vant everyene to fel great about out ice cream, even the chickens that help make Our wholesome cage-free eggs come from Humane chickens that do what chickens are to do perch frely, lap their wings and gastip about the house. o to benjerry.com to learn more about responsible sourcing It's what's inside that counts.",55,70.05,16816,467400,0.036,image_heavy,#DCD9D5,#343B37,#908342,#7C4635,#7D8791,"[""#DCD9D5"", ""#343B37"", ""#908342"", ""#7C4635"", ""#7D8791""]",success
173915,10/173915.png,./10/173915.png,restaurant,restaurant,"Restaurants, cafe, fast food",educated|inspired|eager,"Educated(informed,enlightened,smart,savvy,intelligent)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Quality|Rich/The Best|Quality|Value,482,340,PNG,) WE BUY GOLD.,4,77.0,5459,163880,0.0333,image_heavy,#BDC2CA,#2A2725,#825039,#A8854C,#70757A,"[""#BDC2CA"", ""#2A2725"", ""#825039"", ""#A8854C"", ""#70757A""]",success
170723,10/170723.png,./10/170723.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",educated|fashionable|calm|feminine,"Educated(informed,enlightened,smart,savvy,intelligent)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Feminine(womanly,girlish)",cosmetics|light,600,785,PNG,madamelis,1,85.0,6248,471000,0.0133,image_heavy,#803D5E,#E0D6C8,#3D1B2D,#C68FA5,#CE9AB5,"[""#803D5E"", ""#E0D6C8"", ""#3D1B2D"", ""#C68FA5"", ""#CE9AB5""]",success
171948,10/171948.png,./10/171948.png,cars,cars|other_service,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)|Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",creative|calm,"Creative(inventive,productive)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",family friendly|FAMILY TIME|Saving money|family,620,310,PNG,,0,0.0,0,192200,0.0,image_heavy,#73695F,#D8CEBF,#202E2A,#8398AE,#B1B5AB,"[""#73695F"", ""#D8CEBF"", ""#202E2A"", ""#8398AE"", ""#B1B5AB""]",success
