ad_id,ocr_text,sentiment_polarity,sentiment_subjectivity,top_words,top_keywords
174638,"MAKE SENSE OF VAST AMOUNTS OF COMPLEX AIRLINE DATA WITH A MYRIAD OF VARIABLES, CRUNCHING 6 HOURS OF INTENSE CALCULATIONS INTO 1 MINUTE, SO THAT HIGHLY VALUED CUSTOMERS LIKE STEVE MURRAY OF BROOKLYN DO...",0.015,0.735,hours|make|sense,hours|spend|data
173759,HANINJA *¥150 TASTE IS KING,0.0,0.0,haninja|taste|king,king|taste
174873,Don’t let your friendship die on the road TD [ook ut for,0.0,0.0,let|friendship|die,road|let|don
172558,"A CG T ® R THE MAKEUP OF MAKEUP ARTISTS PRO TIP N@ 23: To get longwear that pops, gloss it up. Lipfinity 3D. Lips are amazing in 3D. Get the look with Lipfinity 3D’s longwear base color teamed with gl...",0.0474,0.5833,lipfinity|3d|makeup,add|foundation|23
171023,acrocs’ bright sh holiday — shop doorbusters)y BUY ONE GET UP TO TWO enter code in cart,0.7,0.8,acrocs|bright|sh,code|shop|buy
170468,"texts, reall stories* | calvinklein.com ~ ""Inspired by events ond people. |",0.0,0.0,texts|reall|stories,ond|people|com
170437,® LAFHEILE PADRAIG 6 CADBURY DAIRY MILK,0.0,0.0,lafheile|padraig|cadbury,dairy|milk
170602,FOR THOSE WHO LIKE TO GET THEIR HANDS DIRTY my BICYCLE REPAIR REGISTER FOR CLASSES:,-0.6,0.8,like|get|hands,like
172001,"Old Skool Ads? Relies mainly on the Internet! Online advertising has worked for Qdoba! Very little on billboards, television, radio, etc.",0.0389,0.3944,old|skool|ads,advertising|old|online
173087,Shirley lose her Sook ‘She never eating fam moo! to moo! The candy with the hole Sim Sly Hayes stays fight on hor feot She mokes Lite Savers hor tween moa! treat,0.0,0.0,moo|hor|shirley,eating|treat|candy
177524,Whicha level you arem,0.0,0.0,whicha|level|arem,
170447,Invented 1959. Because one size will never fit all. Cadbury chocolate with only 100 calories. NOW THAT’S CLEVER,-0.0111,0.7444,invented|one|size,size|100|chocolate
172054,FOAMY CREAM joy MINUS THE,0.35,0.15,foamy|cream|joy,cream
174859,“we cook fond sround the world. we don t mass produce:,0.0,0.0,cook|fond|sround,world|don
176164,"SPARKY’S. PART OF A COMPLETE BREAKFAST. Come to Sparky's Homemade Ice Cream where we are now serving breakfast from open to close. We have Frosted Donut, and Syrup, Coffee, Fresh Cantaloupe and Bluebe...",0.26,0.58,sparky|breakfast|come,breakfast|come|ice
171593,oon now away Youn NAT NATURE ALWAYS VEST RACK,0.0,0.0,oon|away|youn,nature|away
173831,People are waiting for life in your town too. Become an organ donor. bdo Bundesverband der www.bdo-ev.de,0.0,0.0,people|waiting|life,der|people|life
171870,TOR OF CULTURED PEARLS. SINCE 1893.,0.0,0.0,tor|cultured|pearls,
172038,Is your car clean? 3 i 2,0.3667,0.7,car|clean,car
171349,& New Dove Firming. As tested on real curves.,0.1682,0.3773,new|dove|firming,dove|real|new
170997,1 DON'T LIKE WEARING A HELMET RUINS my HAIR,-0.15,0.2,like|wearing|helmet,hair|don|like
172176,HOW DO YOU,0.0,0.0,,
174166,UNCOIL PYTHON FROM SNORKEL AND CARRY ON,0.0,0.0,uncoil|python|snorkel,
172474,"our is fs, Sie",0.0,0.0,fs|sie,
172617,"THERE’S A GREAT DEMAND FOR Whitman’s CHOCOLATES AND CONFECTIONS ‘Ask for them anywhere. Always fresh. Instan hocolate makes a delicious drink in a minute. STEPHEN F. WHITMAN & SON, 1316 Chestnut li ch...",0.7,0.75,whitman|great|demand,ask|drink|fresh
175512,EASYTONE MUSCLE ACTIVATION BY UP TO”,0.0,0.0,easytone|muscle|activation,
176763,THANK YOU MERRY CHRISTMAS & HAPPY NEW YEAR,0.4682,0.7273,thank|merry|christmas,happy|year|new
170216,"Miami Seaquarium: Confinement and Cruelty Could you live in a bathtub for 40 years? Adriana de Moura “PCTA was BEEN STUCK IN A TN TANK MIAMI INCE 1970, WHEN SHE WAS TORN AWAY FROM HER OCEAN FAMILY. Sh...",0.1288,0.3,miami|seaquarium|confinement,40|fee|away
173572,"I you want to get Crunchy, look in specially marked Nestlé Crunch. You can win an instant prize or get RocketCash- ‘online money you can collect and use at NestleCrunch.com to ‘buy almost anything fro...",0.1714,0.506,get|crunchy|crunch,buy|nestlé|nestle
174492,HOW HEATED DOES HUNGER MAKE YOU? NOT YOU WHEN YOU'RE,0.0,0.0,heated|hunger|make,does|make
176314,"~ ail With a face his wide, you are not ready or SELFIE yet. 99% mores rch group. The Latest Korean Visibly lifted your skin Innovation noticea ighten your pore i PURE NATURAL EXTRACTS WITH ALLERGY TE...",0.1229,0.54,ail|face|wide,99|ready|innovation
172135,Health insurance that makes life simple. RMA Visit our Help Point in this centre.,0.0,0.3571,health|insurance|makes,insurance|point|simple
172648,"8 Celebrate National Cheese Day on January 20th with a FREE cup of cheddar from os =e, CUP OF CHEDDAR In honor of National Cheese Day on Jan. 20th Lint twit this coupon Arby’ restaurants. ‘other offer...",0.0688,0.2938,national|cheese|day,cup|cheese|national
172609,TRY A FREE KNOCKOUT TACO November I6- Cobra ny.,0.4,0.8,try|free|knockout,ny|try|free
173844,AN ENTREE = GRILLED CHEESE BURGER J 2TACOS HALFSIES & AREGULAR DRINK,0.0,0.0,entree|grilled|cheese,cheese|burger|drink
174212,To get to the In you may have 18 ng the way. a,0.0,0.0,get|may|18,18|way
174438,TWO MORE REASONS TO OVE YOUR CARD IGM? HILTON HHONORS™ VISA’ CARD,0.5,0.5,card|two|reasons,card
173984,"New Lays Sentions ES Oven Roasted Chicken With Lemon & Thyme, Seductively Frresistible.",-0.2318,0.7023,new|lays|sentions,es|chicken|new
173453,"The dollar’s looking good here. Fmlovin’ it""",0.7,0.6,dollar|looking|good,looking|good
171167,) 9 out Screen Stars wie Lux Toilet Soap,-0.0333,0.0,screen|stars|wie,soap
171049,Keep your phone. [ Keep 9 9 6 © all Lower your bill. Phone. Activation Kit. Number. Straight Walmart —— \Verizon Bring Your Wireless Bring Family ‘Own Phone Sim ‘Monthly Unlimited Your Own Phone Mobil...,0.38,0.64,phone|activation|keep,phone|bring|wireless
173940,ed on the Plaza ; Avenue and Hibiscus Street on the corn,0.0,0.0,ed|plaza|avenue,street
170948,BURBERRY LONDON %,0.0,0.0,burberry|london,
177976,ALL ANIMALS HAVE THE SAME PARTS Have a Heart Try Vegetarian,0.0,0.125,animals|parts|heart,animals|try|heart
170662,LIVE FOR NOW’,0.1364,0.5,live,live
175684,choose from as well as instant and tea; Community wes to suit any time of day! Wake up with the bold chicory flavor of Coffee offers beverages to suit any time of day! Dark Roast is perfect for a litt...,0.1234,0.4565,instant|suit|time,coffee|day|time
177099,"Holp the ettects cosmetic testing,",0.0,0.0,holp|ettects|cosmetic,
171874,"Geta free bagel in your inbox. SIGN UP FoR Bruegger’s News Evite ier geta E Bagel with Che eese,",0.4,0.8,geta|bagel|free,che|sign|free
172806,3 § i,0.0,0.0,,
173124,An excellent source of potato chips. pa sl ak of al,1.0,1.0,excellent|source|potato,al
172543,BURRRGERRR KING. AGORA COM SOTAQUE CARIOCA. [NOVO BURGER KING IPAMEMMA. AU VISCONDE DE 112,0.0,0.0,king|burrrgerrr|agora,king|burger|com
171541,WILLY WONKA and the * tickets www.leedsyoungfilm.com,0.0,0.0,willy|wonka|tickets,www|com
176327,"evian, pour les mamans t les bébés.",0.0,0.0,les|evian|pour,
175062,"I's ugly, but it gets you there.",-0.7,1.0,ugly|gets,
171477,DRAWS ACROWD =,0.0,0.0,draws|acrowd,
174992,An insecure boy | Everything good begins with a good cup of coffee.,0.3,0.6917,good|insecure|boy,good|cup|coffee
175686,"SEND THIS COUPON TODAY— BAZOOKA, the Atom Bubble Comics! Prizes! only 5¢",0.0,1.0,send|coupon|bazooka,bubble|coupon|today
170483,Equipped ty BEGO®,0.0,0.0,equipped|ty,
173403,"ALWAYS MADE FRESH. ape SAGAOUTERWEAR.COM NATIONAL CHEESEBURGER DAY SEPTEMBER 18, 2019",0.3,0.5,always|made|fresh,national|fresh|18
176439,"THE SCENT OF SEDUCTION,",0.0,0.0,scent|seduction,
173950,TRY NEW LIL DRUMAS ON FoR A HAND-POWERED REALITY VERSION OF OUR LI’ CONE! 4s 1 ee O05 HAVE FON.,0.1705,0.4545,try|new|lil,ee|try|new
174416,for Py = i = A,0.0,0.0,py,
171274,— With two layers of cheese and toppings all the way to the edge. —,0.0,0.0,two|layers|cheese,cheese|way
176780,Simple Money Transfer with Remit2india. ry,0.0,0.3571,simple|money|transfer,simple|money
177231,"Terrie, 51 North Carolina",0.0,0.0,terrie|51|north,north
177383,last fo save consumers’ money inthe long run and reduce greenhouse gases.,-0.025,0.2333,last|fo|save,run|fo|long
170272,NATIONAL COFFEE DAV: SEPTEMBER 29 a holiday just for coffee lovers ENJOY AFREE 12 COFFEE,0.4,0.5,coffee|national|dav,coffee|29|national
173675,the way you move,0.0,0.0,way|move,way
173693,"= 4 ind 0 fee LEARN MORE ABOUT THE NEWWINDOWS 8 1S.C Causeway Point, Atrium Level 1 (11AM Enjoy up to $50 off & exclusive premiums for selected handsets Nokia Lumia 820 on Flexi Value Plan minutes dat...",0.4036,0.5357,data|50|selected,data|broadband|sign
173633,the goblins’ll get you if you don’t treat right ...with any of these delicious | Curtiss Halloween candies | (each piece individually wrapped) www.candywrappermuseum.com > www.facebook.com/CandyWrappe...,0.4286,0.6452,goblins|get|treat,www|com|facebook
171475,Our cars have alway BEEN AMBITIOUS. SHOULD OUR APPROACH TO,0.25,0.75,cars|alway|ambitious,cars
171646,| SS /.,0.0,0.0,ss,ss
171766,"The drink, |",0.0,0.0,drink,drink
174890,"Tf you could choose between world peace and a Porsche 911, what color would you want your Porsche to be?",0.0,0.0,porsche|tf|could,porsche|color|choose
176943,HONDA* WITH AN 30 MPG HIGHWAY OR BETTER. NISSAN OR HYUNDALOR VW...,0.5,0.5,honda|30|mpg,30|better|nissan
177473,ou wan nena hay fr = 21390 cane oh fhe by bet So wen edt ng rameter 2,-0.2,0.15,ou|wan|nena,oh|fr
173711,"4 \ PEOPLE ARE FRAGILE. NISSAN SENTRA. wy, WITH SIX AIRBAGS.",0.0,0.5,people|fragile|nissan,people|nissan
170773,"Earn 50,000 bonus miles",0.0,0.0,earn|bonus|miles,miles|50|000
177205,"70 Y ‘You smoke. She smokes. Do ot ren hr ight toh. Sop fr ar se,",0.0,0.0,70|smoke|smokes,70|fr|ot
171063,words can be deadly 8000 eyberbullying,-0.2,0.4,words|deadly|8000,
173773,= = Lad = 2,0.0,0.0,lad,
173197,THE six PORTABELLO-MUSHROOM CHEESY BACON CHILI JALEPENO-CHIPOTLE BURGER. BECAUSE GUYS wit eat ANYTHING @,-0.5,1.0,six|cheesy|bacon,burger|eat
174957,THE MAIN PIECE OF YOUR FILMS,0.1667,0.3333,main|piece|films,
171753,_ ONLY THE %&,0.0,1.0,,
171463,"mY, WHAT BIG FLAVORS you HAVE.",0.0,0.1,big|flavors,flavors|big
173631,DON’T TEXT AND DRIVE.,0.0,0.0,text|drive,text|drive|don
173909,A TASTE THAT INSPIRES New Hairstyle [7] New Outtit Southwest Salad rmilovin’ it’,0.1364,0.4545,new|taste|inspires,new|taste
171722,a ocToBER I = WISE UP WITH GELATIN UIVERING gelatin has a way of enticing appetites and rousing family interest in eating. And evén the most inexperienced cook can give a master’s touch to gelatin sou...,0.0308,0.555,gelatin|water|milk,water|cold|cup
176983,THE ONLY WITNESS WON'T TALK.,0.0,1.0,witness|wo|talk,talk|won
177128,"Ifyou won't maybe you'll give up smoking for for your lungs, heart or throat, your penis. Dd youknow that theres vale pers that traps the Hood iso INHS TopOnDay.com",0.0,0.0,ifyou|wo|maybe,won|smoking|heart
172282,"SS 23 CHANNEL OPERATION NO EXTRA CRYSTALS TO BUY Through design experience, en- dite frequency omplifiers- Sensitivity: 0.5 have incorporated fll 23 mirovale for 10:1” ratio ~ Select and receive op. i...",-0.0079,0.4841,23|ac|operation,23|control|select
172251,bonus miles Don't miss out on this offer » i f,0.0,0.0,bonus|miles|miss,miles|offer|don
170704,= THEMISNT WELCOME,0.8,0.9,themisnt|welcome,
170933,Finally theres a pizza for the upper crust.,0.0,0.5,finally|theres|pizza,pizza
171735,"LLINE.COM Based ona study. LIPCOLOR Clinically proven smoother, softer lips in just 5 days: | OUR EXCLUSIVE FORMULA with nourishing honey nectar [3 dramatically hydrates beyond perfection. Plum has | ...",0.5833,0.5833,based|ona|study,including|days|exclusive
170245,"INTRODUCING ~NEW SECRET SENSATIONS DISCOVER HEARTS OF DECADENT SAUCE HIDDEN THROUGHOUT RICH, CREAMY ICE CREAM FOR AN EXPERIENCE SO SURPRISING, SO DELICIOUSLY INDULGENT, IT CAN ONLY BE as PURE CAPTIVAT...",0.2324,0.6547,introducing|secret|sensations,pure|introducing|rich
170466,POLLUTION? WASTE . without PROTECTS ALL COMMUNITIES? _ HOGWASH.. AFRAID TO DRINK THE WATER AND GO OUTSIDE. CAN’T TAKE IT ANYMORE! It’s Time To Raise A Stink! RALLY FOR RACIAL AND ENVIRONMENTAL JUSTICE...,-0.2667,0.3167,reverend|pollution|waste,13|11|drink
170407,PREMIERING AT BLOOMINGDALE’S. THE FIRST FRAGRANCE FROM TORY BURCH SLX notes of grapefruit and by earthy vetiver. A bright and complex mix—the epitome of effortless chic y and crisp citrus SHOP NOW,0.225,0.4875,premiering|bloomingdale|first,shop
172137,NEW REVLON COLORSTAY ULTIMATE SUEDE” LIPSTICK,0.0682,0.7273,new|revlon|colorstay,new
174195,"Don’t look now, but your dreams and our home equity rates are in cahoots. Home Equity our interest rates are now near historical lows, so there’s never been a better time to fund your dream with a Cit...",0.1797,0.3286,equity|home|rates,citibank|home|rates
171098,"we're helping peop the skate par re interested JUR BUSINESS GROW, RDLY MOBILE BNQT.com CareerBuilder.com The largest employment ste in North america, GANNETT Its all within reach, TT COMPANY",0.25,0.5,helping|peop|skate,com|north|mobile
171337,"Actually, he's my My son IS slightly",-0.0833,0.1333,actually|son|slightly,
175819,"Chicago has recently made large investments to better filter our water. ‘And with your support, together we can create even more monumental changes. Read up on our plans for a more sustainable city at",0.3429,0.4357,chicago|recently|made,plans|large|chicago
170181,You know you're not the first.,0.25,0.3333,know|first,know
176285,"EVERY PET YOU BUY FROM PET SHOPS CAUSES DEATH OF ANOTHER. RAKE DON’T BUY, LET’S ADOPT FROM SHELTERS. Barinak ve Hayvanlara TR",0.0,0.0,pet|buy|every,buy|let|ve
171169,The Sausage & Egg McMuffin. Made with British pork and free range eggs. Served 6am - 10:30am. x a,0.2,0.4,sausage|egg|mcmuffin,range|10|free
174819,OUTSIDE TACO THE BUN.,0.0,0.05,outside|taco|bun,
170579,EXTRAORDINARY VOLUME FEELS LIKE 2X MORE HAIR’ To ADVANCED HAIRCARE te science pening hair.,0.4111,0.7,hair|extraordinary|volume,hair|te|like
177947,"CKLED, BEATEN, AND DEPREssp, LS OUT OF THE",0.0,0.0,ckled|beaten|depressp,
172014,"Now you can J learn magic from Willy, too! MAGIC VIDEO OFFER (CollectingCandy.com Exclusive",0.5625,1.0,magic|learn|willy,exclusive|learn|offer
171270,Help us and you could an {Classics to be won!,0.0,0.0,help|us|could,won|help
171006,So don’t forget a helmet.,0.0,0.0,forget|helmet,don
171091,Le DAVID | L Witty GENE WILDER JACK PETER OSTRLM DAHL Gre,0.5,1.0,le|david|witty,le
175421,"pd o sen ak he oe 2 age ft ashy Dork yom aus ay. py etry et ata Dnt,",0.0,0.0,pd|sen|ak,age|ay|oe
171720,Innovation that excites,0.0,0.0,innovation|excites,excites|innovation
172280,= P TREASURE CHEST,0.0,0.0,treasure|chest,
172184,"Discover your mood, Ecstatic? revel in pink bubble gum There for you. Text your mood emoji to 555-555-5555",-0.1,0.3,mood|discover|ecstatic,bubble|gum|text
172016,Prepaid Offers Purchase selected prepaid bundles from as low as $30 and get a ticket to Gardens by the Bay (worth $12). Samsung GALAXY ACE 2 Comes with: Premium Number M Card with $18 Value Apair of t...,0.1851,0.3421,mi|mss|broadband,mi|broadband|phone
173674,i 2 8,0.0,0.0,,
170582,"Shipping goods rom he U.S to a www.cidi.org send someting everyone ean use. ® Tohelp the most, cash is best. “Take the COI edge today.",0.75,0.4,shipping|goods|rom,cash|org|use
172754,IS THE PERSON MOST AT RISK “TRE ONE WITH | “THE GUN? COLE | WHERE DO YOU STAND.COM,0.5,0.5,person|risk|tre,person|stand|com
173646,"Service Outrigs BURBERRY Uniforms and Topcoats ensure security, and distinction at home or abroad. Barberry cloths, being woven and proofed. by special processes without Tubber or other agents, afford...",0.132,0.5388,service|burberry|agents,service|ond|wear
170729,gta ang ae,0.0,0.0,gta|ang|ae,ae
171359,Dove. BEYONDCOmpare” The company made the decision to use real women after research showed 98% of British women think models used in beauty advertising are unrealistic.,-0.1,0.4333,women|dove|beyondcompare,women|advertising|dove
172026,HEALTH CARE AMERICA,0.0,0.0,health|care|america,care|america|health
177634,1s ey FLEERS BUBBLE CHEWING GUM,0.0,0.0,1s|ey|fleers,bubble|gum
173267,"Prices & participation may vary, The Hunger Games: Catching Fire cups avalable while stocks last",0.3,0.4833,prices|participation|may,
171202,< Zz a 6 a,0.0,0.0,zz,
171554,"ae Ay Ito ang big Sa apat na masasarap na dipping sauces, lalo au sasaya sa tender, juicy Chicken McNuggets. Sweet chil Creamy Ri Honey Mustard and Spicy Buffalo are about to take enjoyment to a whole...",0.0173,0.5109,sa|na|ae,sweet|ay|say
172701,Chocolate & Dark Chocolate,-0.15,0.4,chocolate|dark,chocolate|dark
170822,"— If you gave up your morning coffee for a year, you could make an extra mortgage payment. But man, you’d be grumpy. citi Live richly:",0.1705,0.45,gave|morning|coffee,payment|extra|coffee
173160,"lululemon Ae aturday, NOV 21 | 9:00 - 10:00 AM showroom 101 N Park Dr, Ste 101% Greenville SC",0.0,0.0,101|lululemon|ae,00|ae|10
170791,THE PERFECT WAY TO YOUR DAY FOR COFFEE LOVERS,1.0,1.0,perfect|way|day,coffee|perfect|way
171872,publ It's what's inside that counts.,0.0,0.0,publ|inside|counts,inside
175074,HIS 1S WHY HE THAT KART SO FAST.,0.2,0.6,1s|kart|fast,fast
171729,INSIDE-OUT WINDOW SALE Custom Wood on the inside and maintenance free Fibrex® in or out SAVE $225 PER WINDOW FREE WOOD INTERIOR UPGRADE THRU 2/28*,0.4,0.8,window|wood|free,inside|free|sale
173228,"Ya www.nissansunnyindia.com NISSAN = Sunny Diesel, THE CAAAR...... Unmatched Performance, Low Cost of Ownership. Starts @8.30 Lacs* Fuel Efficient Cash Benefits upto Z 70,000/- Showroom Open all 7 Day...",0.1556,0.3889,delhi|showroom|diesel,offers|test|price
175401,small / bubbles: SMALL BUBBLES MAKE IT EASY TO SWALLOW,-0.0222,0.5444,small|bubbles|make,small|easy|make
175622,EXHIBITION OF THE BEST SOCIAL & ENVIRONMENTAL ADS adforum: EURO RSCG WORLDWIDE ACI ¢ yours VicCANN DRAFTFCB o fornanstop people Special thanks to the Cannes Lions Festival,0.3976,0.2845,exhibition|best|social,people|special|best
175330,You know you're not the first.,0.25,0.3333,know|first,know
173710,L.; t's important to stay warm. And even more important to feel cool. End Shops at Sears landsend.com Our wool/cashmere coats are made of an exclusive Italian blend woven for us in Tuscany. This plush...,0.4062,0.7063,important|end|stay,important|end|blend
174655,can ever gue.,0.0,0.0,ever|gue,
172450,"Marlboro Red or Longhorn 100's— you get a lot to like. Warning: The Surgeon General Has Determined That Cigarette Smoking Is Dangerous to Your Health s: 17 mg""‘tar;""1.0 mg nicotine— 10's: 18 mgnicotin...",-0.1833,0.4667,cigarette|mg|marlboro,lot|red|smoking
173091,YOU TOUCHED HER SACRED SLAB. YOU REALIZE WHAT YOU'VE DONE? She's going to CHEW = ‘SPIT YO OU ‘OL WHAT ABOUT THE EVIDENCE? YOU THINK SHE DIDN'T HEAR THE CRACK AS YOU BROKE A BRICK OFF? SOUNDS A LOT LIK...,0.1138,0.4908,like|okay|man,man|like|bad
170846,"citibank Useless To Thieves. Protects You. Citibank PhotoCard is the neWest high security credit is impossible for thieves to use. In fact, itis comple! thieves, you might aswel let them have a and ma...",-0.2183,0.435,thieves|citibank|useless,citibank|high|credit
172793,DO YOU KNOW WHAT YOU WASH YOUR HANDS WITH? ‘One in every four soap refllss contaminated with potentially harmful bacteria.,0.0,1.0,know|wash|hands,soap|know
170232,$4 OFF ANY $20 Ap 2010. et Pet cut wet ar 2 he tte Sr 9 re ease ates re trea Ws ree Nt Oo TASTY OUR FAMILY M $1 OFF ANY INDIVIDUAL PLATE 2010 ‘et Prot cn en ng ln wy ae tee S95 re gt nun sn) es ma ee ...,-0.025,0.55,20|et|individual,2010|et|20
172212,"THE AVERAGE TEXT TAKES YOUR EYES OFF THE ROAD FOR NEARLY FIVE SECONDS. wm SPEEDS, THAT'S ENOUGH TIME TO TRAVEL THE LENGTH OFA FOOTBALL Qo ER",-0.0167,0.4333,average|text|takes,takes|travel|text
173584,"SWIM 2016 rints. This season’s newest styles, colors & p LAST DAY! | FREE | BEACH TOTE with a $65 purchase SHOP > Must include 1 swim item Priced in USD. Code SWIME5VS. Details",0.2,0.4333,swim|2016|rints,code|details|shop
170058,Small but tough. Polo. award-winning Polo ad appeared first showing American police officers taking refuge behind VW Polo during a gun battle. The ad was followed by Ni reply.,-0.1578,0.4533,polo|ad|small,ad|american|small
174650,How to fly. ad Aero Republica,0.8,0.9,fly|ad|aero,ad
171566,four bucks is dumb. now serving espresso.,-0.375,0.5,four|bucks|dumb,
170068,No one grows Ketchup like,0.0,0.0,one|grows|ketchup,ketchup|like
172910,“Taito The Dilforouco In This Fie |,0.0,0.0,taito|dilforouco|fie,
173428,"REESE’S’is the Official Candy Partner of NCAA Basketball: MER COUPON [ EXPIRATION DATE 5/11/14 SAVE 75‘ on any TWO (2) bags of Milk Chocolate Drops”, KIT KAT® Minis, REESE’S® Peanut Butter Pieces®, RE...",0.3375,0.5625,reese|ncaa|coupon,coupon|company|peanut
176452,"1-800-799-SAFE (7233) Anonymous and confidental help Donit make excuses why this happens toyou or anyone ebse.if you or anyone you know is being abused, speak up, Gall the National Domestic Abuse hotl...",0.0,0.1,help|anyone|7233,help|domestic|800
173202,When you break down When you break down near work When you break down near work and you are a mechanic Get back on track,-0.0444,0.2778,break|near|work,break|work
175571,"a | Pasta, How delivered.",0.0,0.0,pasta|delivered,
176178,SE Loading of knowle Ane,0.0,0.0,se|loading|knowle,se
177137,"ae your head at the end the competition isn’t always bad, Poly Juice POWER JUICE",-0.7,0.6667,juice|ae|head,bad|power|end
172174,GULFFE Baad aul ‘ourself from your heart A 3 ~ Ny RR 2 ooo.,0.0,0.0,gulffe|baad|aul,ny|heart
171001,BEST CYBER MONDAY EVER! BROWN ii,1.0,0.3,best|cyber|monday,best
170573,black ¥ friday DOORBUSTERS! girl boy > toddler girl » toddler boy > kid girl,-0.2083,0.4333,girl|boy|toddler,friday|black
174087,WHAT WILL YOU TURN YOUR MONEY TNT INTO?,0.0,0.0,turn|money|tnt,money
170801,‘Just Right” | {,0.2857,0.5357,right,right|just
177562,LLBean is now in Washington. ‘Tysons Corner Center,-0.1,0.1,llbean|washington|tysons,center
171907,"Take five of the top ten— all by Nestle’s High in the pack see a talented newcomer. Nestlé’s $100,000 Bar. Traveling in fast-moving company with Nestlé’s Milk Chocolate, Crunch, Triple-Decker, and Cre...",0.4383,0.4308,nestlé|best|five,nestlé|best|advertising
170369,9 PUSHES THE LIMITS OF FURTHER. SI =,0.0,0.5,pushes|limits|si,
171458,likely to get hit bya they're texting e you're going and save your own life. visit TCFR.org formore information.,0.3,1.0,likely|get|hit,going|information|save
171093,PHABLE SMARTPHONE Liquid $2 Liquid $1 Liquid Z3 New!) * Android™ 4.2.2 JellyBean * Android™ 4.2 Jelly Bean * Android™ 4.2.2 Jelly Bean * Qualcomm Snapdragon 800 @Oxv * Quad-core 1.5GHz Processor * Dua...,0.1566,0.384,acer|hd|liquid,acer|hd|core
177868,"we sift a ‘The everchangin pattern of today's business generates a mulltude of facts — facts that have to bo end analysed 4 provide and timely reports Yor decision mating, ‘iting your facts Is our bus...",0.0455,0.2706,business|data|facts,data|business|needs
171370,"LT CA De EVEN AT 20 KM/H. IN TOWN, CAR ACCIDENTS DON'T JUST HAPPEN TO | 7",0.0,0.0,lt|ca|de,ca|20|car
173156,L Get thelatest It Can > t Can,0.0,0.0,get|thelatest,
174925,www.stopbullying. gov = >,0.0,0.0,gov,www
171862,"There’s a lot you can get in a Fiesta. A class-exclusive 4"" multifunctional LCD display* standard. A PowerShift six-speed automatic transmission** the kind of engineering that makes it more responsive...",0.261,0.4881,fiesta|even|cars,cars|class|high
174351,"me avis pemussad of) PMO “E and theres sitll halt Brighh, optimist) THERE'S: vo WAY ee",0.0,0.0,avis|pemussad|pmo,ee|way
172403,"{ | | é SHING RED LIPCOLO FORMULA with nourishing honey nectar Beyond perfection. Red has never been more luscious. 58 sensational shades, A luding 8 stunning reds. Y BE. DISCOVER THE NEW MAYBELLINE.C...",0.2771,0.4394,red|new|shing,red|new|discover
174526,OF YOUR _ WOOL COAT,0.0,0.0,wool|coat,
175318,HUMANS AREN'T BORN WITH cracker Snonsored by: Company Name Here,0.0,0.0,humans|born|cracker,company
171192,OY) «QU: TRS bn FD | >,0.0,0.0,oy|qu|trs,
170280,"a Bubble gum adds a whole new market to the Vend Industry. Its already $350 million at retail, 79% as large as the regular stick gum market. Bubble Yum is the *1 selling bubble gum in the US. only 3 m...",0.2111,0.5196,bubble|gum|yum,bubble|gum|market
175998,"ISLA PRA\ TH RIE E SOURCE OF BEAUTY With 35 years’ expertise in anti-aging. La Prairie’s progressive research, its commitment and usage of rare Ingredients ~ not to mention the sheer of its products ~...",0.3044,0.6657,beauty|la|prairie,ingredients|la|products
170103,THE CITY Wis A WEART j WITH BROKEN GLASS a PLATIC NRAPPERS CLOGGING ITS inv eR we cry Was WEART BEAT AND IT'S WAITING FOR you PROVIDE Wore ECONE CHANGE “A eo LITTER Was Ae NAITING FOR you cone CLEAN L...,0.1222,0.6333,weart|litter|city,city|change|ae
170400,Ti Milk meets caffeine a),0.0,0.0,ti|milk|meets,milk
173333,NEW Smart Shade Butter Kiss™ \ Lipstick Ultra-hydrating lip color,0.1753,0.5487,new|smart|shade,butter|smart|color
177031,| Casper Star-Tribune communications is pleased to honor nursing excellence and pay tribute to Wyoming nurses who have had a tremendous impact on a patient and their family. The top three chosen nurse...,0.4444,0.8333,nurses|celebrate|casper,celebrate|period|march
170559,pe ot SPRINKLED HEART VALENTINE SPRINKLES,0.0,0.0,pe|ot|sprinkled,ot|heart
172401,HANDMADE Fresh MIDAY,0.3,0.5,handmade|fresh|miday,fresh
175281,Just another day at the office. You've got three minutes until the presentation and the office is more like a zoo than a work space. got this. Keep calm and reward yourself with 7g of caramelly peanut...,0.4875,0.7,office|got|keep,got|peanut|happy
176498,"For a guaranteed return on investments, try buying flowers. nding Limit when \ no preset ime with your | AB | The best blue chips to buy are the ones you dip in JA A Trade smiles. aot \ CART ene ld \",0.5,0.2,guaranteed|return|investments,blue|guaranteed|try
171141,DAVID WEBB Precious Jewels Since 1948 New York: 942 Madison Avenue 212.421.3030 / Beverly Hills: 9621 Brighton Way 310.858.8006,0.3182,0.7273,david|webb|precious,york|way|new
174178,"Estd. 1999 | Suryadatta Education Foundation SURYADATTA Institute of Management (SIMMC / SIBMT) Pune < Affiliated to University of Pune, Approved by AICTE & Govt. of Maharashtra, Recognized by Ministr...",0.1379,0.3381,suryadatta|pune|india,india|institute|years
175680,"Symbol Restricted production makes Rolex ownership a treasured privilege for the discriminating few...On this momentous Christmas, with its bright beams of new hope surging in the hearts of all, it is...",0.4038,0.7515,rolex|symbol|restricted,quality|gift|makes
